show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s4446,Movie,Kai Po Che!,Abhishek Kapoor,Rajkummar Rao_ Amit Sadh_ Sushant Singh Rajput_ Amrita Puri_ Digvijay Deshmukh_ Asif Basra_ Manav Kaul_ Ashish Kakkad,India,1-Nov-18,2013,TV-MA,120 min,Dramas_ International Movies_ Sports Movies,This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.
s7166,Movie,Kajraare,Pooja Bhatt,Himesh Reshammiya_ Sara Loren_ Amrita Singh_ Gulshan Grover_ Javed Sheikh_ Adnan Shah_ Natasha Sinha_ Gaurav Chanana_ Anupam Shyam,India,22-Oct-17,2010,TV-14,113 min,Dramas_ International Movies_ Music & Musicals,A popular singer on the run poses as a bartender and falls in love with a prostitute_ but their love is threatened by a violent incident in his past.
s3685,TV Show,Kakegurui,,Minami Hamabe_ Mahiro Takasugi_ Aoi Morikawa,,4-Jul-19,2019,TV-MA,2 Seasons,International TV Shows_ TV Dramas_ TV Thrillers,Yumeko Jabami enrolls at Hyakkaou Private Academy_ where students are ranked by their gambling winnings and fame and fortune awaits those on top.
s2733,Movie,Kal Ho Naa Ho,Nikkhil Advani,Shah Rukh Khan_ Saif Ali Khan_ Preity Zinta_ Jaya Bhaduri_ Sushma Seth_ Reema Lagoo_ Lillete Dubey_ Delnaaz Paul,India,1-Apr-20,2003,TV-14,187 min,Comedies_ Dramas_ International Movies,An uptight MBA student falls for the charismatic new neighbor who charms her troubled family – but he has a secret that forces him to push her away.
s4447,Movie,Kalakalappu,Sundar C.,Vimal_ Anjali_ Shiva_ Oviya_ Santhanam_ John Vijay_ M. Ilavarasu_ Manobala,India,1-Nov-18,2012,TV-14,154 min,Comedies_ International Movies_ Music & Musicals,Cheenu dreams of resurrecting the restaurant he has inherited to its former glory_ but his brother_ a compulsive gambler_ loses the place to a cop.
s7167,Movie,Kaleidoscope,Rupert Jones,Toby Jones_ Anne Reid_ Sinead Matthews_ Cecilia Noble_ Karl Johnson_ Frederick Schmidt_ Deborah Findlay_ Manjinder Virk,United Kingdom,8-May-18,2016,TV-MA,99 min,Thrillers,A quiet ex-con's tenuous grip on reality starts to slip when his manipulative mother brings out a part of him he hoped to leave behind.
s2449,Movie,Kalek Shanab,Hani Al-Shaibani,Saad Abdullah_ Mohamed Alkendi_ Ammar Rahma_ Maria Khan_ Msabeh Bin Hashim_ Hani Abd Al Ghani_ Zayed Mohammed Mahmoud_ Khaled Abdullah,United Arab Emirates,1-Jun-20,2019,TV-PG,80 min,Comedies_ International Movies,After a wild night of partying on the town_ three buddies wake up to discover they've caused a whole mess of trouble — but can't remember how.
s1569,Movie,Kalel_ 15,Jun Lana,Elijah Canlas_ Eddie Garcia_ Jaclyn Jose_ Gabby Padilla_ Cedrick Juan_ Elora Espano_ Sue Prado,Philippines,9-Dec-20,2019,TV-MA,105 min,Dramas_ Independent Movies_ International Movies,Surrounded by tensions and secrets_ a teenage boy searches for validation and navigates life with a dysfunctional family following an HIV diagnosis.
s7168,Movie,Kalki,Dhilip Kumar,Kishore Kumar G._ Yasmin Ponnappa_ Mithraboomi Saravanan,India,1-Mar-18,2017,TV-14,41 min,Dramas_ Independent Movies_ International Movies,A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.
s3212,Movie,Kalushi: The Story of Solomon Mahlangu,Mandla Dube,Thabo Rametsi_ Thabo Malema_ Welile Nzuza_ Jafta Mamabolo_ Louw Venter_ Pearl Thusi,South Africa,29-Nov-19,2016,TV-MA,107 min,Dramas_ International Movies,The life and times of iconic South African liberation fighter Solomon Mahlangu_ who battled the forces of apartheid_ come into focus.
s689,Movie,Kambili: The Whole 30 Yards,Kayode Kasum,Nancy Isime_ Jide Kene Achufusi_ Sharon Ooja_ Mawuli Gavor_ Venita Akpofure_ Koye Kekere Ekun_ Elvina Ibru_ Uzor Arukwe_ Toyin Abraham,Nigeria,18-Jun-21,2020,TV-14,119 min,Comedies_ International Movies_ Romantic Movies,Determined to marry before she turns 30_ a woman tries to change her impulsive ways and do whatever it takes to win back the boyfriend who left her.
s4576,Movie,Kaminey,Vishal Bhardwaj,Shahid Kapoor_ Priyanka Chopra_ Deb Mukherjee_ Shivkumar Subramaniam_ Chandan Roy Sanyal_ Hrishikesh Joshi_ Amole Gupte_ Patricia Bull_ Carlos Paca_ Eric Santos,India,1-Oct-18,2009,TV-14,128 min,Dramas_ International Movies_ Music & Musicals,A young man pursues his dreams of wealth by breaking the law_ while his twin brother tries to better his life through hard work and honesty.
s5430,Movie,Kanavu Variyam,Arun Chidambaram,Jiya Anil Manne_ Arun Chidambaram_ T.P. Gajendran_ Gnanasambandam_ M. Ilavarasu_ Yog Japee_ Mayilsamy_ Black Pandi,India,15-Jun-17,2017,TV-PG,104 min,Comedies_ Dramas_ International Movies,Despite doubts from fellow villagers who think he’s crazy_ an ambitious dropout commits himself to solving a persistent local electricity crisis.
s2047,Movie,Kandasamys: The Wedding,Jayan Moodley,Jailoshini Naidoo_ Maeshni Naicker_ Madhushan Singh_ Mishqah Parthiephal_ Yugan Naidoo_ Koobeshan Naidoo_ Mariam Bassa_ Rushil Juglall_ Tesarnia Oree,South Africa,4-Sep-20,2019,TV-14,93 min,Comedies_ Dramas_ International Movies,With their clashing demands_ the mothers of both bride and groom turn wedding prep into comical chaos in this sequel to “Keeping Up With the Kandasamys.”
s7169,Movie,Kanika,,Sharad Ponkshe_ Smita Shewale,India,1-Mar-18,2017,TV-14,110 min,Horror Movies_ International Movies_ Thrillers,A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.
s2761,Movie,Kannum Kannum Kollaiyadithaal,Desingh Periyasamy,Dulquer Salmaan_ Ritu Varma_ Rakshan_ Niranjani_ Gautham Menon_ Anish Kuruvilla,India,29-Mar-20,2020,TV-14,160 min,Comedies_ Dramas_ International Movies,A carefree racing enthusiast’s womanizing ways end when he meets the girl of his dreams_ but their newfound peace is disrupted by a dangerous killer.
s5142,TV Show,Kantaro: The Sweet Tooth Salaryman,,Matsuya Onoe_ Ren Ishikawa_ Hiroyuki Onoue_ Hazuki Shimizu_ Sarutoki Minagawa,Japan,1-Dec-17,2017,TV-PG,1 Season,International TV Shows_ TV Comedies,Elite publishing sales rep Kantaro wraps up his client visits in record time so he can secretly pursue his quest to indulge in the tastiest of sweets.
s2734,Movie,Kapoor & Sons,Shakun Batra,Rishi Kapoor_ Sidharth Malhotra_ Fawad Khan_ Alia Bhatt_ Ratna Pathak Shah_ Rajat Kapoor,India,1-Apr-20,2016,TV-14,138 min,Comedies_ Dramas_ International Movies,Returning home to visit their ill grandfather_ two estranged brothers must confront their unresolved rivalry while their parents’ marriage frays.
s2348,Movie,Kappela,Musthafa,Anna Ben_ Roshan Mathew_ Sreenath Bhasi_ Sudhi Koppa_ Tanvi Ram_ Musthafa_ James Eliya_ Vijilesh,India,22-Jun-20,2020,TV-14,112 min,Dramas_ Independent Movies_ International Movies,Falling into an over-the-phone romance with a rickshaw driver_ a young woman visits his city when an encounter with a stranger derails their meeting.
s985,Movie,Kara Bela,Burak Aksak,Cengiz Bozkurt_ Seda Bakan_ Erkan Kolçak Köstendil_ Cihan Ercan_ Berat Yenilmez_ İştar Gökseven_ Erdal Tosun_ Tarık Ünlüoğlu,Turkey,23-Apr-21,2015,TV-MA,101 min,Comedies_ International Movies,The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.
s3557,Movie,Kardec,Wagner de Assis,Leonardo Medeiros_ Sandra Corveloni_ Genezio de Barros_ Guilherme Piva_ Leonardo Franco_ Dalton Vigh_ Charles Baudin_ Julia Konrad,Brazil,29-Aug-19,2019,TV-14,110 min,Dramas_ Faith & Spirituality_ International Movies,In Catholic 19th-century France_ professor Léon Rivail attends a séance and is moved to found spiritism_ putting him in the authorities' sights.
s2505,Movie,Karkar,Ali Ragab,Mohamed Saad_ Hassan Hosny_ Ragaa Al-Geddawy_ Yasmin Abdulaziz_ Alaa Morsy,Egypt,19-May-20,2007,TV-14,107 min,Comedies_ International Movies,After electrocution leaves a wealthy man brain-damaged_ his money-hungry aunt and uncle try to con him by marrying him off to a fake relative.
s5787,Movie,Karol Modzelewski_ Łukasz „Lotek” Lodkowski No Offense,,"Karol Modzelewski_ Łukasz ""Lotek” Lodkowski",,19-Sep-16,2016,TV-MA,65 min,Stand-Up Comedy,"Charismatic comedy pals Karol Modzelewski and Łukasz ""Lotek"" Lodkowski bring their mischievous brand of humor to Warsaw's Klub Hybrydy."
s3142,Movie,Karthik Calling Karthik,Vijay Lalwani,Farhan Akhtar_ Deepika Padukone_ Ram Kapoor_ Vivan Bhatena_ Vipin Sharma_ Yatin Karyekar_ Shefali Shah,India,15-Dec-19,2010,TV-14,135 min,Dramas_ International Movies_ Thrillers,Unlucky in love and bullied at work_ an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself.
s1850,Movie,Kartini: Princess of Java,Hanung Bramantyo,Dian Sastrowardoyo_ Ayushita_ Acha Septriasa_ Deddy Sutomo_ Christine Hakim_ Djenar Maesa Ayu_ Denny Sumargo_ Adinia Wirasti_ Reza Rahadian,Indonesia_ Netherlands,15-Oct-20,2017,TV-PG,118 min,Dramas_ International Movies,A woman of nobility battles patriarchal norms in order to improve educational access for women in early 1900s Indonesian society.
s7170,Movie,Karzzzz,Satish Kaushik,Himesh Reshammiya_ Urmila Matondkar_ Shweta Kumar_ Dino Morea_ Raj Babbar_ Danny Denzongpa_ Gulshan Grover_ Rohini Hattangadi_ Asrani_ Smita Bansal,India,22-Oct-17,2008,TV-14,137 min,International Movies_ Music & Musicals_ Romantic Movies,When flashbacks reveal that he's the reincarnation of a man murdered by his wife_ rock star Monty sets out to get revenge for the decades-old crime.
s2333,Movie,Kasanova,Oluseyi Asurf,Wale Ojo_ Ireti Doyle_ Alvin Abayomi_ Toyin Abraham_ Ruby Akubueze_ Chimezie Imo_ Tomiwa Tegbe,Nigeria,26-Jun-20,2019,TV-14,117 min,Comedies_ International Movies_ Romantic Movies,After losing his wife_ a single father indulges in flimsy flings until he meets his son's music teacher_ who imparts a few lessons on love.
s5788,Movie,Katarzyna Piasecka_ Rafał Pacześ Seriously Funny,,Katarzyna Piasecka_ Rafał Pacześ,,19-Sep-16,2016,TV-MA,65 min,Stand-Up Comedy,Polish comedians Rafał Pacześ and Katarzyna Piasecka hit the stage at Warsaw's Klub Hybrydy for a night of funny anecdotes and sly jokes.
s82,Movie,Kate,Cedric Nicolas-Troyan,Mary Elizabeth Winstead_ Jun Kunimura_ Woody Harrelson_ Tadanobu Asano_ Miyavi_ Michiel Huisman_ Miku Martineau,United States,10-Sep-21,2021,R,106 min,Action & Adventure,Slipped a fatal poison on her final job_ a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.
s7171,Movie,Kate & Leopold,James Mangold,Meg Ryan_ Hugh Jackman_ Liev Schreiber_ Breckin Meyer_ Natasha Lyonne_ Bradley Whitford_ Paxton Whitehead_ Spalding Gray_ Josh Stamberg_ Matthew Sussman,United States,1-Jan-20,2001,PG-13,118 min,Comedies_ Romantic Movies,A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.
s4747,Movie,Kath & Kimderella,Ted Emery,Jane Turner_ Gina Riley_ Magda Szubanski_ Glenn Robbins_ Peter Rowsthorn_ Rob Sitch_ Richard E. Grant_ Barry Humphries_ Erin Mullally_ Jessica De Gouw,Australia,28-Jul-18,2012,TV-14,86 min,Comedies,Chipper baby boomer Kath_ diva daughter Kim and hapless pal Sharon visit Papilloma_ Italy_ where a royal romance and knockoff fashions await.
s4748,TV Show,Kath and Kim,,Jane Turner_ Gina Riley_ Glenn Robbins_ Peter Rowsthorn_ Magda Szubanski,Australia,28-Jul-18,2007,TV-MA,6 Seasons,TV Comedies,As Kath prepares to wed fine-meats purveyor Kel_ her daughter Kim moves back home after becoming disillusioned with her two-month marriage to Brett.
s7172,Movie,Katha,Sai Paranjape,Farooq Shaikh_ Naseeruddin Shah_ Deepti Naval_ Veeni Paranjape Joglekar_ Mallika Sarabhai_ Arun Joglekar,India,31-Dec-19,1982,TV-PG,140 min,Comedies_ Dramas_ Independent Movies,Secretly in love with his neighbor_ a mild-mannered clerk is heartbroken when his much bolder_ more charming friend wins her heart instead.
s3694,Movie,Katherine Ryan: Glitter Room,Linda Mendoza,Katherine Ryan,United States,1-Jul-19,2019,TV-MA,66 min,Stand-Up Comedy,Fresh from a tour_ comedian Katherine Ryan shares shrewd observations about school bullies_ revenge bodies and raising a very fancy child.
s5608,Movie,Katherine Ryan: In Trouble,Colin Dench,Katherine Ryan,United Kingdom,14-Feb-17,2017,TV-MA,64 min,Stand-Up Comedy,Stand-up comic Katherine Ryan reminisces about unusual relationships_ life in the hometown she hates and the time she enraged an entire nation.
s5722,Movie,Kathleen Madigan: Bothering Jesus,Lorene Machado,Kathleen Madigan,United States,10-Nov-16,2016,TV-MA,71 min,Stand-Up Comedy,The Irish American comic riffs on everything from growing up in Missouri_ signing up her parents to be Uber drivers and anything to do with bacon.
s700,TV Show,Katla,,Guðrún Eyfjörð_ Íris Tanja Flygenring_ Aliette Opheim_ Ingvar Sigurðsson_ Þorsteinn Bachmann_ Sólveig Arnarsdóttir_ Björn Thors,Iceland,17-Jun-21,2021,TV-MA,1 Season,International TV Shows_ TV Dramas_ TV Mysteries,The catastrophic eruption of subglacial volcano Katla turns a nearby community’s world upside down as mysteries begin to emerge from the ice.
s4859,Movie,Katt Williams: American Hustle (The Movie),Brit McAdams,Katt Williams_ Da Brat_ Snoop Dogg_ Tamala Jones_ Jeremy Piven_ Ludacris_ Melanie Comarcho_ Red Grant_ Alphonso Mcauley_ Damaine Radcliff_ Taran Killam,United States,17-May-18,2007,TV-MA,89 min,Stand-Up Comedy,"An aspiring actor leaves Hollywood and takes to the road to do stand-up after he's cast in a series of increasingly stereotypical ""black"" roles."
s5079,Movie,Katt Williams: Great America,,Katt Williams,United States,16-Jan-18,2018,TV-MA,60 min,Stand-Up Comedy,The King of underground comedy delivers unflinching riffs on the American political climate_ racial tensions_ sex and his disdain for roast beef.
s4789,Movie,Katt Williams: Kattpacalypse,Marcus Raboy,Katt Williams,United States,3-Jul-18,2012,TV-MA,61 min,Stand-Up Comedy,Urban comic Katt Williams ushers in Kattpacalypse_ exploding with more energy than an atomic bomb and riffing on everything from Doomsday to Obama.
s7173,Movie,Katt Williams: Live,Alphonso J. Wesson,Katt Williams,United States,19-Jul-18,2006,NR,85 min,Stand-Up Comedy,Outspoken comedian Katt Williams pokes fun at a variety of topics_ including sex_ relationships_ parenthood and trying to make it as an entertainer.
s4448,Movie,Katt Williams: The Pimp Chronicles: Pt. 1,Gary Binkow,Katt Williams_ Anthony Anderson,United States,1-Nov-18,2006,TV-MA,45 min,Stand-Up Comedy,In this 2006 show_ comic Katt Williams uses his edgy style and personal experiences to paint a sassy_ hilarious portrait of life in black America.
s4449,Movie,Katti Batti,Nikhil Advani,Imran Khan_ Kangana Ranaut_ Abhishek Saha_ Mithila Palkar_ Vivan Bhatena_ Suhaas Ahuja_ Nicole Faria_ Adaar Malik,India,1-Nov-18,2015,TV-14,132 min,Comedies_ Dramas_ International Movies,After falling in love during college_ architect Maddy and free spirit Payal have five wonderful years together_ until a mystery suddenly divides them.
s5050,Movie,Kavin Jay: Everybody Calm Down!,Michael McKay,Kavin Jay,,2-Feb-18,2018,TV-MA,53 min,Stand-Up Comedy,On a mission to defy stereotypes_ Malaysian stand-up comedian Kavin Jay shares stories about growing up in the VHS era with his Singapore audience.
s7174,Movie,Kaviyude Osyath,Vineeth Anil,Prakash Bare_ Arun Kumar_ Kulappulli Leela_ Sangeetha Mohan_ Kochu Preman,India,1-Jul-18,2017,TV-14,116 min,Dramas_ International Movies,When a late poet leaves behind his property to a young man_ the man's brother suspects the poet may have been more than just a family friend.
s7175,Movie,Kay Dyache Bola,Chandrakant Kulkarni,Makarand Anaspure_ Akshay Pendse_ Umesh Kamat_ Sharvari Jamenis_ Sachin Khedekar_ Arun Nalawade_ Mohan Agashe_ Nirmiti Sawant_ Sanjay Mone_ Amita Khopkar_ Pushkar Shrotri_ Ganesh Yadav,India,1-Jan-18,2005,TV-14,133 min,Comedies_ Dramas_ International Movies,Wrongfully accused of murder_ two students' last hope lies with their defense attorney_ an inexperienced bumbler who's never even tried a case.
s5495,TV Show,Kazoops!,,Reece Pockney_ Scott Langley_ Alex Babic_ Gemma Harvey_ Jessica Hann_ Emma Tate,Australia,5-May-17,2017,TV-Y,3 Seasons,Kids' TV,Music meets imagination in this inventive animated series about thinking outside the box and having fun.
s3005,Movie,KD (A) Karuppudurai,Madhumita,Mu Ramaswamy_ Naga Vishal_ Yog Japee_ Ganesan Kaliamoorthy_ Guna Babu,India,21-Jan-20,2019,TV-14,116 min,Comedies_ Dramas_ Independent Movies,As his children plot his death to claim their inheritance_ an aging patriarch leaves home_ befriending a spunky boy who adds direction to his life.
s1163,Movie,Keeping the Bees,Eylem Kaftan,Meryem Uzerli_ Feyyaz Duman_ Hakan Karsak_ Şennur Nogaylar_ Burcu Salihoğlu,Turkey,26-Mar-21,2020,TV-14,93 min,Dramas_ International Movies,Ayşe returns from Germany to her Black Sea hometown and sets out to fulfill her mom's dying wish — to care for her beloved bee farms.
s5897,Movie,Keith Richards: Under the Influence,Morgan Neville,Keith Richards,United States,18-Sep-15,2015,TV-14,82 min,Documentaries_ Music & Musicals,In a documentary with unparalleled access_ discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today.
s2814,TV Show,Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein,Lynn Novick,,United States,15-Mar-20,2019,TV-MA,1 Season,Docuseries,This docuseries follows several incarcerated people as they pursue a college degree through the Bard Prison Initiative_ a rigorous education program.
s7176,TV Show,Ken Burns: The Civil War,Ken Burns,Sam Waterston_ Julie Harris_ Jason Robards_ Morgan Freeman_ Paul Roebling_ Garrison Keillor_ George Black_ David McCullough_ Arthur Miller_ Christopher Murney_ Charles McDowell_ Horton Foote_ George Plimpton_ Philip Bosco_ Terry Courier_ Jody Powell_ Studs Terkel,United States,22-Feb-17,1990,TV-14,1 Season,Docuseries,Ken Burns's documentary depicts the action of famous Civil War battles_ and relates the stories of soldiers_ generals and a beleaguered president.
s7177,TV Show,Ken Burns: The Roosevelts: An Intimate History,Ken Burns,,United States,22-Feb-17,2014,TV-PG,1 Season,Docuseries,Award-winning documentarian Burns profiles three members of one of America's premier political families: Theodore_ Franklin and Eleanor Roosevelt.
s7178,TV Show,Ken Burns: The West,,Peter Coyote,United States,14-Mar-17,1996,TV-PG,1 Season,Docuseries,Historian Ken Burns and his team bring to life the challenges Americans faced in the 19th century as they embarked on westward expansion.
s4116,Movie,Ken Jeong: You Complete Me_ Ho,Jon M. Chu,Ken Jeong,United States,14-Feb-19,2019,TV-MA,62 min,Stand-Up Comedy,"In his first-ever stand-up special_ Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
s3356,TV Show,KENGAN ASHURA,,Tatsuhisa Suzuki_ Cho_ Jouji Nakata_ Yumi Uchiyama_ Hayato Kaneko_ Tetsu Inada_ Yasuyuki Kase_ Junya Enoki_ Daisuke Namikawa_ Ryuzo Hasuike,United States_ Japan,31-Oct-19,2019,TV-MA,2 Seasons,Anime Series_ International TV Shows,Ohma Tokita enters a hidden world where corporate disputes are settled in brutal gladiator bouts. Forget the money_ he just wants to fight – and win.
s2459,Movie,Kenny Sebastian: The Most Interesting Person in the Room,Angshuman Ghosh,Kenny Sebastian,India,29-May-20,2020,TV-MA,68 min,Stand-Up Comedy,Fusing his musical and stand-up chops_ Kenny Sebastian gets analytical about frumpy footwear_ flightless birds and his fear of not being funny enough.
s3093,TV Show,Kevin Hart: Don’t F**k This Up,,,United States,27-Dec-19,2019,TV-MA,1 Season,Docuseries,Amid turmoil in his career and marriage_ comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame.
s2979,Movie,Kevin Hart: I'm a Grown Little Man,Shannon Hartman,Kevin Hart,United States,30-Jan-20,2009,TV-MA,62 min,Stand-Up Comedy,Stand-up comedy star Kevin Hart delivers his unique perspective on work_ race_ family and friends with this laugh-riot comedy show.
s3953,Movie,Kevin Hart: Irresponsible,Leslie Small,Kevin Hart,United States,2-Apr-19,2019,TV-MA,60 min,Stand-Up Comedy,As a father of three on his second marriage_ Kevin Hart proves that being him is indeed a tall order in a fresh special inspired by his own mistakes.
s7179,Movie,Kevin Hart: Laugh at My Pain,Leslie Small_ Tim Story,Kevin Hart,United States,1-Oct-18,2011,R,89 min,Stand-Up Comedy,Sometimes edgy and always hilarious_ comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.
s7180,Movie,Kevin Hart: Let Me Explain,Leslie Small_ Tim Story,Kevin Hart,United States,13-Jul-18,2013,R,75 min,Stand-Up Comedy,"Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden_ part of his hit ""Let Me Explain"" world tour."
s7181,Movie,Kevin Hart: Seriously Funny,Shannon Hartman,Kevin Hart,United States,1-Oct-18,2010,TV-MA,67 min,Stand-Up Comedy,With his unique hip-hop style delivery_ African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance.
s5536,Movie,Kevin Hart: What Now?,Leslie Small,Kevin Hart_ Don Cheadle_ Halle Berry_ Ed Helms_ David Meunier,United States,11-Apr-17,2016,R,96 min,Stand-Up Comedy,Frenetic comic Kevin Hart hits Philadelphia and dishes on suburban wildlife_ jean shorts and the fine art of getting even with a 7-year-old.
s1687,Movie,Kevin Hart: Zero F**ks Given,Leslie Small,Kevin Hart,United States,17-Nov-20,2020,TV-MA,70 min,Stand-Up Comedy,Kevin Hart serves up laughs and brick oven pizza from the comfort of his home_ and dishes on male group chats_ sex after 40 and life with COVID-19.
s4122,Movie,Kevin Hart's Guide to Black History,Tom Stern,Kevin Hart_ Saniyya Sidney_ Lil Rel Howery_ Eoghan Thomas Murphy_ Tiffany Haddish_ Al Shearer_ Lonnie Chavis_ Alphonso Mcauley_ Nika Williams_ Barry Brewer_ Greg Germann_ John Ennis_ Jay Johnston,United States,8-Feb-19,2019,TV-PG,63 min,Children & Family Movies_ Comedies,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.
s4920,Movie,Kevin James: Never Don't Give Up,Andy Fickman,Kevin James,United States,24-Apr-18,2018,TV-PG,62 min,Stand-Up Comedy,Kevin James makes his long-awaited return to stand-up in this family-friendly special_ dishing on fatherhood_ fans_ his disdain for allergies and more.
s4093,Movie,Kevin James: Sweat the Small Stuff,Paul Miller,Kevin James,United States,20-Feb-19,2001,TV-PG,42 min,Stand-Up Comedy,The film and television star riffs on life's many royal pains in this hourlong special taped at New York City's Hudson Theatre in 2001.
s7182,Movie,Kevyn Aucoin: Beauty & the Beast in Me,Lori Kaye,Kevyn Aucoin_ Cindy Crawford_ Naomi Campbell_ Gwyneth Paltrow_ Andie MacDowell_ Paulina Porizkova_ Amber Valletta,United States,1-Jan-19,2017,TV-MA,90 min,Documentaries_ LGBTQ Movies,Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.
s1006,Movie,Keymon and Nani in Space Adventure,,,,20-Apr-21,2013,TV-Y,76 min,Children & Family Movies_ Comedies,For Rohan and his magical pal_ Keymon_ a trip to visit their grandmother turns into the rescue mission of a lifetime when she is kidnapped by aliens!
s7183,TV Show,Khaani,,Feroze Khan_ Sana Javed_ Mehmood Aslam_ Saman Ansari_ Qavi Khan_ Salma Hasan_ Rashid Farooqi_ Muhammad Mubarik Ali,Pakistan,1-Aug-19,2017,TV-14,1 Season,Crime TV Shows_ International TV Shows_ Romantic TV Shows,After a rich politician's son kills a young woman's brother_ an unlikely romantic connection complicates her pursuit of justice.
s7184,Movie,Khalnayak,Subhash Ghai,Sanjay Dutt_ Madhuri Dixit_ Jackie Shroff_ Anupam Kher_ Rakhee Gulzar_ Pramod Moutho_ Ramya Krishnan_ Sushmita Mukherjee_ Neena Gupta_ A.K. Hangal,India,1-Mar-18,1993,TV-14,170 min,Action & Adventure_ Dramas_ International Movies,A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.
s7185,TV Show,Khan: No. 1 Crime Hunter,,Rajesh Sharma,India,1-May-18,2018,TV-14,1 Season,Crime TV Shows_ International TV Shows_ TV Comedies,From fake marriages to online shopping fraud_ a whip-smart police officer investigates truly baffling cons that were inspired by true stories.
s369,TV Show,Khawatir,,,,30-Jul-21,2009,TV-14,1 Season,International TV Shows_ Reality TV,Saudi media personality Ahmad Al Shugairi travels around the world on a quest for knowledge in various cities while offering his personal reflections.
s7186,TV Show,Khelti Hai Zindagi Aankh Micholi,,Ulka Gupta_ Gautami Kapoor_ Reema Shaikh_ Vinay Jain_ Manav Gohil_ Helly Shah,India,1-Apr-17,2013,TV-14,1 Season,International TV Shows_ TV Dramas,The life of a 14-year-old girl is thrown into turmoil when her father dies_ forcing her mother to make hard choices for their family.
s4577,Movie,Khido Khundi,Rohit Jugraj,Ranjit Bawa_ Mandy Takhar_ Manav Vij_ Elnaaz Norouzi_ Mahavir Bhullar_ Guggu Gill_ Seema Kaushal_ Sukhbir Singh,India,1-Oct-18,2018,TV-14,151 min,Dramas_ International Movies_ Sports Movies,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.
s4578,Movie,Khoobsurat,Shashanka Ghosh,Sonam Kapoor_ Fawad Khan_ Kiron Kher_ Ratna Pathak Shah_ Amir Raza Hussain_ Ashok Banthia_ Kaizaad Kotwal_ Rishabh Chaddha,India,1-Oct-18,2014,TV-14,121 min,Comedies_ International Movies_ Romantic Movies,A free-spirited doctor is hired to assist an injured king and winds up challenging his family's tradition-bound lifestyle as she falls for his son.
s5301,Movie,Khoon Khoon,Mohammed Hussain,Danny Denzongpa_ Mahendra Sandhu_ Rekha_ Faryal_ Helen_ Jagdeep,India,1-Sep-17,1973,TV-14,132 min,Action & Adventure_ International Movies,As a crazed killer blazes a trail of blood through an anxious city_ a hardened cop aims to take him down by any means in this remake of “Dirty Harry.”
s7187,Movie,Khosla Ka Ghosla,Dibakar Banerjee,Anupam Kher_ Boman Irani_ Parvin Dabas_ Tara Sharma_ Navin Nischol_ Kiran Juneja_ Ranvir Shorey_ Vinod Nagpal_ Vinay Pathak_ Nitish Pandey,India,2-Aug-18,2006,TV-14,124 min,Comedies_ Dramas_ International Movies,A cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.
s7188,TV Show,Khotey Sikkey,,Vikas Kumar_ Hassan Zaidi_ Sukhmani Sadana_ Puru Chibber_ Dilkhush_ Mark Farokh Parakh,India,15-Mar-18,2011,TV-14,1 Season,Crime TV Shows_ International TV Shows_ TV Dramas,Five affluent youths find a new sense of purpose as they team up with a Mumbai police officer on crime-busting missions around the city.
s7189,Movie,Khubsoorat,Hrishikesh Mukherjee,Ashok Kumar_ Rekha_ Rakesh Roshan_ Shashikala_ Aradhana_ Dina Pathak_ David Abraham_ S.N. Banerjee_ Keshto Mukherjee,India,31-Dec-19,1980,TV-PG,120 min,Classic Movies_ Comedies_ Dramas,A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.
